link,headline,category,short_description,authors,date,combined_text
https://www.huffingtonpost.com/entry/john-paul-ii-souvenirs_n_5211954.html,Pope John Paul II Souvenirs Are Big Business In Poland,RELIGION,,,2014-04-25,Pope John Paul II Souvenirs Are Big Business In Poland  
https://www.huffingtonpost.com/entry/where-hope-takes-root_b_5700974.html,Where Hope Takes Root,RELIGION,"Deuteronomy calls us to let our land lie fallow in the seventh year, to break from planting and harvesting, and to let go of debts -- a sabbatical (shmita) year. Is this the summer storm before a season of joy and bounty, happiness and equity?","Rabbi Michael Adam Latz, ContributorSenior Rabbi, Shir Tikvah",2014-08-22,"Where Hope Takes Root Deuteronomy calls us to let our land lie fallow in the seventh year, to break from planting and harvesting, and to let go of debts -- a sabbatical (shmita) year. Is this the summer storm before a season of joy and bounty, happiness and equity? Rabbi Michael Adam Latz, ContributorSenior Rabbi, Shir Tikvah"
https://www.huffingtonpost.com/entry/michigans-american-muslim-community_b_6411322.html,Religious Profiles: Michigan's American Muslim Community (PHOTOS),RELIGION,"The American Muslim community is incredibly diverse, ethnically, religiously, linguistically, ideologically, socially and economically. We begin in Michigan -- home to the nation's largest Muslim population.","Engy Abdelkader, Contributor",2015-01-06,"Religious Profiles: Michigan's American Muslim Community (PHOTOS) The American Muslim community is incredibly diverse, ethnically, religiously, linguistically, ideologically, socially and economically. We begin in Michigan -- home to the nation's largest Muslim population. Engy Abdelkader, Contributor"
https://www.huffpost.com/entry/john-dean-donald-trump-doj-nixon_n_60c45a84e4b0daf882b7a9f2,Watergate Figure John Dean: New Donald Trump Scandal Is ‘Nixon On Stilts And Steroids’,POLITICS,"“It is beyond Nixon,"" the former White House counsel said of the Trump Justice Department collecting private information about members of Congress.",Lee Moran,2021-06-12,"Watergate Figure John Dean: New Donald Trump Scandal Is ‘Nixon On Stilts And Steroids’ “It is beyond Nixon,"" the former White House counsel said of the Trump Justice Department collecting private information about members of Congress. Lee Moran"
https://www.huffingtonpost.com/entry/trump-nafta-withdraw_us_5a6a4e0be4b0ddb658c4dddf,Trump Is Still Threatening To Pull Out Of NAFTA – Except Maybe He Can’t,POLITICS,"Congress approved a law implementing the trade deal, and it is unclear whether Trump can unilaterally undo that.",S.V. Date,2018-01-26,"Trump Is Still Threatening To Pull Out Of NAFTA – Except Maybe He Can’t Congress approved a law implementing the trade deal, and it is unclear whether Trump can unilaterally undo that. S.V. Date"
https://www.huffingtonpost.com/entry/the-rabbi-and-the-christm_b_6362598.html,The Rabbi and the Christmas Tree,RELIGION,"Just before Christmas the previous year, my mother (""Mimi"" to her grandchildren) had died in my childhood home in Savannah, Georgia.  For the first time in my life I had decided to spend Christmas away from my family of origin, away from Savannah.  It was not an uncomplicated decision, but I had made peace with it.","Rev. Eleanor Harrison Bregman, ContributorDirector of Multi-Faith Initiatives at Romemu",2014-12-21,"The Rabbi and the Christmas Tree Just before Christmas the previous year, my mother (""Mimi"" to her grandchildren) had died in my childhood home in Savannah, Georgia.  For the first time in my life I had decided to spend Christmas away from my family of origin, away from Savannah.  It was not an uncomplicated decision, but I had made peace with it. Rev. Eleanor Harrison Bregman, ContributorDirector of Multi-Faith Initiatives at Romemu"
https://www.huffingtonpost.com/entry/google-monopoly-antitrust_us_59a974eae4b0b5e530fe27dc,Companies That Challenged Google’s Monopoly See Antitrust Critics’ Firing As A Threat,POLITICS,Rivals say a Google-funded think tank's dismissal of Google critics sends an intimidating message.,Alexander C. Kaufman,2017-09-01,Companies That Challenged Google’s Monopoly See Antitrust Critics’ Firing As A Threat Rivals say a Google-funded think tank's dismissal of Google critics sends an intimidating message. Alexander C. Kaufman
https://www.huffingtonpost.com/entry/emergency-space-astronauts_us_56abeaa3e4b0010e80ea3346,How Astronauts Respond To Emergencies In Space,SCIENCE,It can be a dangerous place.,Jacqueline Howard,2016-02-01,How Astronauts Respond To Emergencies In Space It can be a dangerous place. Jacqueline Howard
https://www.huffingtonpost.com/entry/neurosurgery-simulation_us_5baebc5ee4b014374e2eaa6f,Visionary Medicine: Neurosurgery Simulation and the Potential to Save Lives,SCIENCE,"Successful outcomes depend on an almost fantastic synthesis of psychomotor control, excellent visual discrimination, years of training, and meticulous planning. How can surgeons reach this peak more efficiently, perhaps more quickly?","Traci L. Slatton, Contributor
Author",2013-11-16,"Visionary Medicine: Neurosurgery Simulation and the Potential to Save Lives Successful outcomes depend on an almost fantastic synthesis of psychomotor control, excellent visual discrimination, years of training, and meticulous planning. How can surgeons reach this peak more efficiently, perhaps more quickly? Traci L. Slatton, Contributor
Author"
https://www.huffingtonpost.com/entry/daily-meditation-a-world-full-of-love_us_57a25fa8e4b0104052a12c94,Daily Meditation: A World Full Of Love,RELIGION,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",Antonia Blumberg,2016-08-04,"Daily Meditation: A World Full Of Love We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness Antonia Blumberg"
https://www.huffingtonpost.com/entry/trump-chief-of-staff-kelly-to-settle-kushner-security-dispute_us_5a90c469e4b03b55731c49eb,Trump: Chief Of Staff Kelly To Settle Kushner Security Dispute,POLITICS,“I have no doubt he will make the right decision.”,"Steve Holland, Reuters",2018-02-24,"Trump: Chief Of Staff Kelly To Settle Kushner Security Dispute “I have no doubt he will make the right decision.” Steve Holland, Reuters"
https://www.huffingtonpost.com/entry/2013-comets-astronomers-comet-ison_us_5baeb475e4b014374e2e1703,"2013 Comets: Astronomers Prepare For Comet ISON, Pan-STARRS In 'Year Of Comets'",SCIENCE,"Many comets today are discovered by teams of observers, which has started a trend to name these discoveries for the project",,2013-01-27,"2013 Comets: Astronomers Prepare For Comet ISON, Pan-STARRS In 'Year Of Comets' Many comets today are discovered by teams of observers, which has started a trend to name these discoveries for the project "
https://www.huffingtonpost.com/entry/oomph-origin-of-life-at-h_b_5646294.html,'Oomph' and Origin of Life at Hydrothermal Vents,SCIENCE,"Following are excerpts from my interviews on the origin of life at hydrothermal springs with Michael Russell and Elbert Branscomb, peppered with comments from Nick Lane.","Suzan Mazur, ContributorAuthor, 'The Origin of Life Circus:  A How To Make Life Extrav...",2014-08-07,"'Oomph' and Origin of Life at Hydrothermal Vents Following are excerpts from my interviews on the origin of life at hydrothermal springs with Michael Russell and Elbert Branscomb, peppered with comments from Nick Lane. Suzan Mazur, ContributorAuthor, 'The Origin of Life Circus:  A How To Make Life Extrav..."
https://www.huffingtonpost.com/entry/pat-robertson-50-shades-of-grey_n_6740322.html,Pat Robertson Tries To Explain 'Fifty Shades Of Grey',RELIGION,,Ed Mazza,2015-02-24,Pat Robertson Tries To Explain 'Fifty Shades Of Grey'  Ed Mazza
https://www.huffingtonpost.com/entry/donald-trump-no-thanks-to-thanksgiving_us_5a16b6fbe4b0d4906cad8267,"People Are Listing Why They're Thankful This Thanksgiving, No Thanks To Donald Trump",POLITICS,"""Kindness and empathy are still present in the hearts of our citizens.""",Lee Moran,2017-11-23,"People Are Listing Why They're Thankful This Thanksgiving, No Thanks To Donald Trump ""Kindness and empathy are still present in the hearts of our citizens."" Lee Moran"
https://www.huffingtonpost.com/entry/sikh-holiday-christian-ca_b_7083612.html,"Sikh Holiday, Christian Campus",RELIGION,"It's the time of renewal in the northern hemisphere. So how does a Sikh Religion professor who teaches at a Lutheran university celebrate Vaisakhi? Well, here's how the day of April 14, 2015 shook out.","Rahuldeep Singh Gill, Ph.D., ContributorEducator, Author, Speaker",2015-04-20,"Sikh Holiday, Christian Campus It's the time of renewal in the northern hemisphere. So how does a Sikh Religion professor who teaches at a Lutheran university celebrate Vaisakhi? Well, here's how the day of April 14, 2015 shook out. Rahuldeep Singh Gill, Ph.D., ContributorEducator, Author, Speaker"
https://www.huffingtonpost.com/entry/fathers-sexism-daughters-work-ambitions_us_5baeb467e4b014374e2e13a2,"Fathers' Sexism May Curb Daughters' Work Ambitions, Research Suggests",SCIENCE,The researchers aren't sure why boys didn't respond in the same way as girls to their fathers' attitudes. It's possible that,,2013-01-21,"Fathers' Sexism May Curb Daughters' Work Ambitions, Research Suggests The researchers aren't sure why boys didn't respond in the same way as girls to their fathers' attitudes. It's possible that "
https://www.huffingtonpost.com/entry/chuck-schumer-trump-deal-photo_us_59b1a95ae4b0354e44108495,Chuck Schumer Channels LBJ For A Dealmaking Day,POLITICS,"Trump handed him a gift, but the Democrats' workaholic-in-chief had earned it.",Howard Fineman,2017-09-07,"Chuck Schumer Channels LBJ For A Dealmaking Day Trump handed him a gift, but the Democrats' workaholic-in-chief had earned it. Howard Fineman"
https://www.huffingtonpost.com/entry/united-states-shift-russia-sanctions_us_5aab2a29e4b0337adf8286c8,"With Sanctions And Condemnation, U.S. Hints At Shift On Russia",POLITICS,The new sanctions are the most significant the U.S. has taken against Russia since Trump took office.,"Arshad Mohammed and John Walcott, Reuters",2018-03-16,"With Sanctions And Condemnation, U.S. Hints At Shift On Russia The new sanctions are the most significant the U.S. has taken against Russia since Trump took office. Arshad Mohammed and John Walcott, Reuters"
https://www.huffingtonpost.com/entry/ancient-human-ear-neanderthal_n_5566595.html,Ancient Ear Raises New Questions About Human Evolution,SCIENCE,,,2014-07-08,Ancient Ear Raises New Questions About Human Evolution  
https://www.huffingtonpost.com/entry/lawsuit-colorado-marijuana_n_6350162.html,"Nebraska, Oklahoma File Suit Against Colorado Over Marijuana Legalization",POLITICS,,Matt Ferner,2014-12-18,"Nebraska, Oklahoma File Suit Against Colorado Over Marijuana Legalization  Matt Ferner"
https://www.huffingtonpost.com/entry/wtf-is-wrong-with-you-trump_us_5996e062e4b033e0fbdec31d,"WTF Is Wrong With You, Trump?",POLITICS,Seriously... what the f*** is wrong with you? Nazis? Really? Nazis? This was supposed to be a textbook slam dunk. A no-brainer,"Andy Ostroy, ContributorPolitical and Pop Culture Analyst",2017-08-18,"WTF Is Wrong With You, Trump? Seriously... what the f*** is wrong with you? Nazis? Really? Nazis? This was supposed to be a textbook slam dunk. A no-brainer Andy Ostroy, ContributorPolitical and Pop Culture Analyst"
https://www.huffingtonpost.com/entry/degrasse-tyson-science-deniers_us_58f99e89e4b06b9cb91572a1,Neil deGrasse Tyson: Science Deniers In Power Are A Profound Threat To Democracy,SCIENCE,"""You don't have the option to say you don't believe E=mc2. It's true whether or not you believe it.""",Mary Papenfuss,2017-04-21,"Neil deGrasse Tyson: Science Deniers In Power Are A Profound Threat To Democracy ""You don't have the option to say you don't believe E=mc2. It's true whether or not you believe it."" Mary Papenfuss"
https://www.huffingtonpost.com/entry/san-francisco-saving-water_us_56e31b19e4b065e2e3d5e2c4,How People In San Francisco Are Saving Water,POLITICS,The San Francisco Public Utilities Commission provides water to 2.6 million customers. We talked to the director of water,"Tara Lohan, Water Deeply",2016-03-11,"How People In San Francisco Are Saving Water The San Francisco Public Utilities Commission provides water to 2.6 million customers. We talked to the director of water Tara Lohan, Water Deeply"
https://www.huffingtonpost.com/entry/dave-brat-conservatives-own-the-bible_us_5697536fe4b0ce4964234b53,GOP Lawmaker Says Conservatives 'Own' Christian Tradition,RELIGION,"Rep. Dave Brat said Obama is ""bonking Republicans over the head with the Bible.""",Ed Mazza,2016-01-14,"GOP Lawmaker Says Conservatives 'Own' Christian Tradition Rep. Dave Brat said Obama is ""bonking Republicans over the head with the Bible."" Ed Mazza"
